InnBaseOut,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2210,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00152,0.00266,0.00458,0.00775,0.0129,0.02106,0.03369,0.05277,0.08079,0.12065,0.17527,0.2469,0.33594,0.43957,0.55079,0.65722,0.74973,0.82402,0.88018,0.92063,0.94861,0.96732,0.97948,0.98717,0.99193,0.9948,0.9965,0.99748,0.99804,0.99836,0.99836,0.99836,0.99836,0.99836,0.99836
2220,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00215,0.00371,0.00629,0.01049,0.01716,0.02753,0.04323,0.0664,0.09955,0.1454,0.20632,0.28355,0.37614,0.47996,0.58755,0.688,0.77379,0.84185,0.89284,0.92929,0.95436,0.97106,0.98185,0.98866,0.99286,0.99539,0.99687,0.99774,0.99822,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985
2230,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00242,0.00416,0.00703,0.01168,0.01904,0.03043,0.04761,0.07284,0.10875,0.1581,0.22315,0.30474,0.40117,0.50724,0.61395,0.71112,0.79246,0.85601,0.90305,0.93635,0.95908,0.9741,0.98376,0.98982,0.99354,0.99576,0.99707,0.99782,0.99824,0.99848,0.99848,0.99848,0.99848,0.99848,0.99848
2240,0.002,0.002,0.002,0.002,0.002,0.002,0.00344,0.00583,0.00969,0.01582,0.02532,0.03969,0.06083,0.09103,0.13275,0.1882,0.25869,0.34379,0.44053,0.54328,0.64431,0.73499,0.81023,0.86867,0.91174,0.94214,0.96283,0.97649,0.98525,0.99074,0.9941,0.99611,0.99729,0.99797,0.99836,0.99857,0.99857,0.99857,0.99857,0.99857,0.99857
2250,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00255,0.0044,0.00747,0.01243,0.02031,0.03253,0.05097,0.07805,0.11655,0.16931,0.23849,0.3246,0.42518,0.53395,0.64013,0.73426,0.81126,0.87034,0.91343,0.94357,0.96392,0.97725,0.98576,0.99105,0.99427,0.99619,0.99731,0.99795,0.99831,0.99851,0.99851,0.99851,0.99851,0.99851,0.99851
2260,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00366,0.0062,0.01032,0.01687,0.02703,0.04239,0.06502,0.09734,0.14194,0.20111,0.27604,0.3659,0.46695,0.57246,0.6728,0.76012,0.83061,0.8842,0.92299,0.94996,0.96808,0.97991,0.98743,0.99209,0.99492,0.9966,0.99757,0.99813,0.99845,0.99862,0.99862,0.99862,0.99862,0.99862,0.99862
2270,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00403,0.00682,0.01136,0.01854,0.02967,0.04645,0.07104,0.10596,0.15381,0.21669,0.2954,0.3884,0.49106,0.59545,0.6927,0.77605,0.84262,0.89282,0.92894,0.95393,0.97066,0.98154,0.98843,0.9927,0.99528,0.9968,0.99769,0.9982,0.99848,0.99864,0.99864,0.99864,0.99864,0.99864,0.99864
2280,0.00327,0.00327,0.00327,0.00327,0.00327,0.00327,0.00554,0.00922,0.01507,0.02413,0.03785,0.05803,0.08685,0.12667,0.17966,0.24718,0.32898,0.42248,0.52267,0.62256,0.71442,0.79249,0.8545,0.90108,0.93449,0.95755,0.97296,0.98297,0.9893,0.99321,0.99558,0.99698,0.99779,0.99825,0.99852,0.99866,0.99866,0.99866,0.99866,0.99866,0.99866
2211,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00113,0.00201,0.00353,0.0061,0.01033,0.01719,0.02801,0.04469,0.06967,0.10596,0.15676,0.22486,0.31145,0.41451,0.52764,0.63763,0.7343,0.81254,0.87204,0.91507,0.94495,0.96499,0.97805,0.98633,0.99146,0.99456,0.9964,0.99747,0.99807,0.99842,0.99842,0.99842,0.99842,0.99842,0.99842
2221,0.00086,0.00086,0.00086,0.00086,0.00086,0.00086,0.00152,0.00267,0.00461,0.00782,0.01304,0.02132,0.03416,0.05355,0.082,0.12241,0.17765,0.24984,0.33921,0.44272,0.55351,0.6594,0.75137,0.8252,0.88101,0.92119,0.94898,0.96757,0.97965,0.98729,0.99201,0.99486,0.99655,0.99753,0.99809,0.9984,0.9984,0.9984,0.9984,0.9984,0.9984
2231,0.00093,0.00093,0.00093,0.00093,0.00093,0.00093,0.00165,0.0029,0.00499,0.00846,0.01408,0.02298,0.03672,0.0574,0.08761,0.13028,0.18822,0.26329,0.35522,0.4603,0.57062,0.67445,0.76356,0.83448,0.88773,0.92587,0.95213,0.96963,0.98097,0.98812,0.99253,0.99518,0.99675,0.99766,0.99817,0.99846,0.99846,0.99846,0.99846,0.99846,0.99846
2241,0.00124,0.00124,0.00124,0.00124,0.00124,0.00124,0.00217,0.00375,0.00638,0.01065,0.01744,0.02801,0.04402,0.06762,0.10133,0.14782,0.20935,0.28699,0.37956,0.48295,0.58995,0.6898,0.77507,0.84273,0.89342,0.92966,0.9546,0.9712,0.98194,0.98871,0.99289,0.9954,0.99688,0.99774,0.99823,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985
2251,0.00104,0.00104,0.00104,0.00104,0.00104,0.00104,0.00184,0.00322,0.00556,0.00942,0.01566,0.02551,0.0407,0.06348,0.09661,0.14312,0.20577,0.28603,0.38283,0.49121,0.60108,0.70148,0.78558,0.85131,0.89996,0.93439,0.95787,0.97338,0.98336,0.98961,0.99344,0.99573,0.99708,0.99785,0.99829,0.99854,0.99854,0.99854,0.99854,0.99854,0.99854
2261,0.00138,0.00138,0.00138,0.00138,0.00138,0.00138,0.00241,0.00416,0.00706,0.01176,0.01924,0.03084,0.04836,0.0741,0.11071,0.16093,0.22692,0.30937,0.40632,0.51255,0.6189,0.71535,0.79582,0.85855,0.90488,0.93763,0.95995,0.97469,0.98416,0.99009,0.99372,0.99589,0.99717,0.9979,0.99832,0.99855,0.99855,0.99855,0.99855,0.99855,0.99855
2271,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00281,0.00483,0.00815,0.0135,0.02194,0.03492,0.05436,0.08263,0.12239,0.17623,0.24594,0.33153,0.43023,0.53577,0.63936,0.732,0.80855,0.86779,0.91133,0.94198,0.96279,0.9765,0.98528,0.99077,0.99413,0.99613,0.9973,0.99798,0.99836,0.99858,0.99858,0.99858,0.99858,0.99858,0.99858
2281,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00346,0.00588,0.0098,0.01604,0.02572,0.04039,0.06199,0.09283,0.13537,0.19174,0.26312,0.34886,0.44599,0.54883,0.64944,0.73936,0.81368,0.87123,0.91356,0.94337,0.96363,0.97698,0.98554,0.99089,0.99417,0.99612,0.99727,0.99793,0.99831,0.99851,0.99851,0.99851,0.99851,0.99851,0.99851
2212,0.00051,0.00051,0.00051,0.00051,0.00051,0.00051,0.00092,0.00166,0.00294,0.00514,0.00883,0.01486,0.02451,0.03958,0.06247,0.09621,0.14418,0.20954,0.29404,0.39636,0.51064,0.62309,0.72275,0.80387,0.86582,0.91077,0.94206,0.9631,0.97683,0.98555,0.99096,0.99424,0.99619,0.99732,0.99796,0.99832,0.99832,0.99832,0.99832,0.99832,0.99832
2222,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00107,0.00191,0.00337,0.00584,0.00993,0.01658,0.02711,0.0434,0.06789,0.10358,0.15371,0.22115,0.30717,0.40989,0.52318,0.63372,0.73113,0.81013,0.8703,0.91386,0.94414,0.96446,0.97771,0.98612,0.99133,0.99449,0.99636,0.99744,0.99806,0.99841,0.99841,0.99841,0.99841,0.99841,0.99841
2232,0.00065,0.00065,0.00065,0.00065,0.00065,0.00065,0.00117,0.00208,0.00364,0.00628,0.01064,0.01769,0.02881,0.04594,0.07158,0.10876,0.16071,0.23012,0.31797,0.4219,0.53497,0.64416,0.73962,0.81661,0.87499,0.91712,0.94632,0.96588,0.9786,0.98667,0.99165,0.99467,0.99645,0.99749,0.99808,0.99841,0.99841,0.99841,0.99841,0.99841,0.99841
2242,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00138,0.00243,0.00423,0.00722,0.01212,0.01994,0.03214,0.05068,0.07806,0.11721,0.17108,0.24197,0.33034,0.43356,0.54501,0.65219,0.74568,0.82097,0.87801,0.91915,0.94764,0.96673,0.97913,0.98699,0.99186,0.9948,0.99653,0.99754,0.99812,0.99844,0.99844,0.99844,0.99844,0.99844,0.99844
2252,0.00065,0.00065,0.00065,0.00065,0.00065,0.00065,0.00118,0.0021,0.00369,0.00637,0.0108,0.01797,0.02928,0.04669,0.07274,0.11046,0.16309,0.23327,0.32186,0.42633,0.53938,0.6481,0.74286,0.81909,0.8768,0.91839,0.94718,0.96645,0.97898,0.9869,0.99181,0.99477,0.99652,0.99754,0.99811,0.99844,0.99844,0.99844,0.99844,0.99844,0.99844
2262,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.00142,0.0025,0.00434,0.00741,0.01242,0.02042,0.03288,0.05179,0.07969,0.1195,0.17416,0.24591,0.33505,0.43877,0.5501,0.65668,0.74932,0.82375,0.88002,0.92054,0.94858,0.96734,0.97952,0.98724,0.992,0.99488,0.99658,0.99757,0.99813,0.99845,0.99845,0.99845,0.99845,0.99845,0.99845
2272,0.00087,0.00087,0.00087,0.00087,0.00087,0.00087,0.00155,0.00272,0.00472,0.00803,0.01341,0.02197,0.03524,0.05527,0.08462,0.12617,0.18271,0.25611,0.34624,0.44957,0.55951,0.66423,0.75503,0.82785,0.88285,0.92244,0.94981,0.96811,0.98,0.98752,0.99217,0.99498,0.99664,0.9976,0.99815,0.99846,0.99846,0.99846,0.99846,0.99846,0.99846
2282,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.002,0.00345,0.00588,0.00985,0.01619,0.02607,0.04111,0.06337,0.09533,0.13963,0.19864,0.27364,0.36408,0.46645,0.57423,0.67619,0.76417,0.83451,0.88751,0.92558,0.95187,0.96943,0.98082,0.98802,0.99247,0.99515,0.99674,0.99766,0.99818,0.99848,0.99848,0.99848,0.99848,0.99848,0.99848
3110,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00082,0.00149,0.00266,0.00467,0.00807,0.01367,0.02268,0.03686,0.05855,0.09078,0.13701,0.20057,0.28358,0.38519,0.5,0.61389,0.71539,0.79834,0.86186,0.90806,0.94028,0.96197,0.97614,0.98515,0.99075,0.99414,0.99616,0.99733,0.998,0.99837,0.99837,0.99837,0.99837,0.99837,0.99837
3120,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.00072,0.0013,0.00232,0.00409,0.00707,0.01201,0.02,0.0326,0.05197,0.08088,0.1226,0.1804,0.25664,0.35122,0.45985,0.57153,0.67492,0.76307,0.83335,0.88638,0.9246,0.9511,0.96888,0.98046,0.98781,0.99237,0.99512,0.99676,0.99771,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825
3130,0.00035,0.00035,0.00035,0.00035,0.00035,0.00035,0.00062,0.00113,0.00202,0.00357,0.0062,0.01058,0.01769,0.02898,0.04643,0.07268,0.11087,0.16433,0.23574,0.32579,0.43143,0.54361,0.65053,0.74345,0.81852,0.87569,0.91717,0.94609,0.96558,0.97833,0.98646,0.99152,0.99459,0.99642,0.99749,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981
3140,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00056,0.00102,0.00182,0.00322,0.0056,0.00956,0.01601,0.02625,0.04212,0.06603,0.10091,0.1499,0.21563,0.29907,0.39794,0.5046,0.60931,0.70418,0.78433,0.84805,0.89614,0.93086,0.95501,0.97126,0.98188,0.98864,0.99284,0.99539,0.9969,0.99779,0.99779,0.99779,0.99779,0.99779,0.99779
3150,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.00052,0.00095,0.00171,0.00304,0.00531,0.00911,0.01533,0.02528,0.0408,0.06435,0.09899,0.14811,0.21476,0.30043,0.40337,0.5165,0.62739,0.72537,0.80531,0.86655,0.91115,0.94227,0.96324,0.97694,0.98565,0.99106,0.99433,0.99627,0.9974,0.99804,0.99804,0.99804,0.99804,0.99804,0.99804
3160,0.00026,0.00026,0.00026,0.00026,0.00026,0.00026,0.00046,0.00083,0.00149,0.00265,0.00464,0.00798,0.01346,0.02226,0.03604,0.05703,0.08807,0.13235,0.1929,0.27155,0.36741,0.47496,0.58378,0.68393,0.76924,0.83737,0.88889,0.92612,0.952,0.9694,0.98076,0.98798,0.99246,0.99517,0.99678,0.99772,0.99772,0.99772,0.99772,0.99772,0.99772
3170,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00042,0.00075,0.00135,0.0024,0.00422,0.00726,0.01228,0.02036,0.03304,0.05243,0.08121,0.12249,0.17931,0.25374,0.34552,0.45017,0.559,0.66186,0.75119,0.82355,0.87886,0.91917,0.94737,0.96642,0.97891,0.98686,0.9918,0.99479,0.99657,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976
3180,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00038,0.00069,0.00124,0.0022,0.00386,0.00665,0.01126,0.01867,0.03034,0.04821,0.07478,0.11299,0.16574,0.23515,0.32126,0.42039,0.52495,0.62631,0.7175,0.79423,0.85506,0.90091,0.93401,0.95704,0.97255,0.98269,0.98914,0.99314,0.99557,0.99701,0.99701,0.99701,0.99701,0.99701,0.99701
3111,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00089,0.00162,0.00289,0.00507,0.00873,0.01477,0.02447,0.03968,0.06291,0.0973,0.14644,0.21369,0.30098,0.40692,0.5249,0.64014,0.74001,0.81952,0.87888,0.92101,0.94969,0.96856,0.98061,0.98811,0.99267,0.99537,0.99694,0.99783,0.99833,0.9986,0.9986,0.9986,0.9986,0.9986,0.9986
3121,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00082,0.00148,0.00264,0.00464,0.00801,0.01357,0.02253,0.03661,0.05816,0.09018,0.1361,0.19925,0.28176,0.38279,0.49676,0.61053,0.71209,0.79554,0.85976,0.90662,0.93938,0.96146,0.97588,0.98504,0.99072,0.99415,0.99619,0.99737,0.99804,0.99841,0.99841,0.99841,0.99841,0.99841,0.99841
3131,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00075,0.00137,0.00244,0.0043,0.00744,0.01263,0.02102,0.03424,0.05455,0.08483,0.12846,0.1888,0.2682,0.36634,0.47845,0.59266,0.69661,0.78322,0.85058,0.90014,0.93499,0.95859,0.97407,0.98393,0.99006,0.99378,0.99599,0.99727,0.998,0.99841,0.99841,0.99841,0.99841,0.99841,0.99841
3141,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00072,0.00129,0.00231,0.00407,0.00704,0.01196,0.0199,0.03243,0.0517,0.08045,0.12193,0.17939,0.25517,0.34918,0.45716,0.56823,0.67126,0.75959,0.83047,0.88423,0.92313,0.95017,0.96832,0.98015,0.98765,0.99229,0.99509,0.99674,0.9977,0.99825,0.99825,0.99825,0.99825,0.99825,0.99825
3151,0.00036,0.00036,0.00036,0.00036,0.00036,0.00036,0.00064,0.00116,0.00208,0.00367,0.00639,0.0109,0.01824,0.0299,0.04793,0.07505,0.11453,0.16982,0.24368,0.3368,0.44588,0.56142,0.67014,0.76262,0.83554,0.8897,0.92804,0.95413,0.97128,0.98225,0.98907,0.99322,0.99568,0.99711,0.99792,0.99837,0.99837,0.99837,0.99837,0.99837,0.99837
3161,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00061,0.0011,0.00197,0.00348,0.00606,0.01034,0.0173,0.02836,0.04549,0.07128,0.10884,0.16152,0.23204,0.32119,0.42615,0.53817,0.64542,0.7391,0.81518,0.87337,0.91571,0.94527,0.96518,0.97818,0.98645,0.99157,0.99467,0.9965,0.99757,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817
3171,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00056,0.00101,0.00181,0.0032,0.00558,0.00953,0.01598,0.02625,0.04219,0.06625,0.10143,0.15097,0.21767,0.30264,0.40374,0.51337,0.621,0.71747,0.7975,0.8598,0.90583,0.93836,0.96053,0.97515,0.98453,0.99038,0.99395,0.99608,0.99732,0.99803,0.99803,0.99803,0.99803,0.99803,0.99803
3181,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00055,0.00099,0.00177,0.00313,0.00545,0.00931,0.0156,0.0256,0.04112,0.06454,0.09876,0.14691,0.2117,0.29418,0.39231,0.49877,0.60375,0.69916,0.78013,0.84485,0.8939,0.92941,0.95412,0.97074,0.98159,0.98847,0.99273,0.99531,0.99684,0.99772,0.99772,0.99772,0.99772,0.99772,0.99772
3112,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00095,0.00171,0.00306,0.00536,0.00924,0.0156,0.02582,0.04181,0.06618,0.10218,0.15348,0.22345,0.31385,0.42288,0.5432,0.65891,0.75721,0.83394,0.89014,0.92931,0.95552,0.97249,0.98317,0.98972,0.99364,0.99593,0.99724,0.99798,0.99838,0.9986,0.9986,0.9986,0.9986,0.9986,0.9986
3122,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.00091,0.00165,0.00294,0.00515,0.00888,0.01501,0.02486,0.0403,0.06385,0.09869,0.14843,0.21641,0.30452,0.41121,0.5297,0.64485,0.74418,0.82299,0.88162,0.92306,0.95117,0.96959,0.9813,0.98856,0.99295,0.99555,0.99704,0.99789,0.99836,0.99862,0.99862,0.99862,0.99862,0.99862,0.99862
3132,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00086,0.00157,0.0028,0.00491,0.00848,0.01435,0.02379,0.03862,0.06129,0.09492,0.14305,0.20908,0.29503,0.39977,0.51705,0.63266,0.73377,0.81479,0.87555,0.91877,0.94824,0.96765,0.98005,0.98776,0.99245,0.99524,0.99685,0.99777,0.99829,0.99857,0.99857,0.99857,0.99857,0.99857,0.99857
3142,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00084,0.00153,0.00273,0.00479,0.00826,0.01398,0.02319,0.03766,0.05978,0.09259,0.1396,0.20412,0.2882,0.39081,0.50602,0.62014,0.72097,0.80308,0.86578,0.91122,0.94274,0.96382,0.9775,0.98613,0.99143,0.99462,0.9965,0.99757,0.99818,0.99852,0.99852,0.99852,0.99852,0.99852,0.99852
3152,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00085,0.00153,0.00274,0.00482,0.00832,0.01409,0.02338,0.03798,0.06032,0.09348,0.14101,0.2063,0.29146,0.39548,0.51236,0.62822,0.73008,0.81199,0.87355,0.91743,0.94739,0.96714,0.97976,0.98761,0.99238,0.99521,0.99685,0.99778,0.9983,0.99859,0.99859,0.99859,0.99859,0.99859,0.99859
3162,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00082,0.00149,0.00267,0.00468,0.00809,0.0137,0.02274,0.03694,0.05869,0.09099,0.1373,0.20098,0.28414,0.3859,0.50057,0.61484,0.71641,0.79947,0.86311,0.90933,0.94146,0.96299,0.97697,0.9858,0.99123,0.9945,0.99643,0.99753,0.99816,0.99851,0.99851,0.99851,0.99851,0.99851,0.99851
3172,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,0.00081,0.00146,0.0026,0.00457,0.00789,0.01336,0.02217,0.03604,0.05726,0.08879,0.13404,0.19629,0.27767,0.37745,0.49023,0.60321,0.70499,0.78958,0.85527,0.90353,0.9374,0.96027,0.97521,0.9847,0.99056,0.9941,0.99619,0.9974,0.99809,0.99847,0.99847,0.99847,0.99847,0.99847,0.99847
3182,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00077,0.00139,0.00248,0.00436,0.00753,0.01277,0.02121,0.0345,0.05486,0.08515,0.12868,0.1887,0.26736,0.36414,0.47409,0.58521,0.68647,0.77203,0.83998,0.89117,0.928,0.95347,0.9705,0.98155,0.98852,0.99282,0.9954,0.99693,0.99781,0.99831,0.99831,0.99831,0.99831,0.99831,0.99831
3210,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00098,0.00178,0.00317,0.00556,0.00957,0.01616,0.02671,0.04321,0.06833,0.10538,0.15808,0.22979,0.32215,0.43307,0.55474,0.67048,0.76754,0.84236,0.89656,0.93394,0.95873,0.97464,0.98457,0.99062,0.99421,0.9963,0.99749,0.99815,0.99851,0.9987,0.9987,0.9987,0.9987,0.9987,0.9987
3220,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.00144,0.00257,0.0045,0.00776,0.01312,0.02173,0.03522,0.05582,0.08633,0.12998,0.18998,0.26854,0.36555,0.47692,0.59395,0.70213,0.79131,0.85926,0.90806,0.9415,0.96356,0.97766,0.98643,0.99175,0.99491,0.99673,0.99776,0.99834,0.99865,0.99882,0.99882,0.99882,0.99882,0.99882,0.99882
3230,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.00163,0.00289,0.00506,0.00869,0.01463,0.02415,0.039,0.06155,0.09481,0.14213,0.2067,0.29041,0.39227,0.50681,0.62278,0.7265,0.81018,0.87297,0.91752,0.94777,0.96757,0.98015,0.98793,0.99262,0.99538,0.99698,0.99787,0.99837,0.99864,0.99878,0.99878,0.99878,0.99878,0.99878,0.99878
3240,0.00134,0.00134,0.00134,0.00134,0.00134,0.00134,0.00239,0.00418,0.00719,0.01213,0.02005,0.03242,0.05123,0.07901,0.11864,0.17302,0.24424,0.3325,0.43495,0.54527,0.65409,0.75016,0.82708,0.88452,0.92513,0.95264,0.97062,0.98202,0.98906,0.9933,0.99579,0.99723,0.99804,0.99849,0.99873,0.99886,0.99886,0.99886,0.99886,0.99886,0.99886
3250,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,0.00171,0.00305,0.00535,0.00922,0.01558,0.02578,0.04173,0.06601,0.10181,0.15267,0.22179,0.31079,0.41788,0.53616,0.65152,0.75099,0.82927,0.8869,0.92718,0.9542,0.97171,0.98273,0.98949,0.99354,0.99591,0.99727,0.99803,0.99844,0.99867,0.99879,0.99879,0.99879,0.99879,0.99879,0.99879
3260,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142,0.00254,0.00445,0.00765,0.01292,0.02138,0.03461,0.05476,0.08453,0.12703,0.18529,0.26139,0.35523,0.4631,0.57727,0.6853,0.77671,0.84776,0.8996,0.93559,0.95961,0.97511,0.98483,0.99077,0.99432,0.99639,0.99757,0.99823,0.99859,0.99879,0.99889,0.99889,0.99889,0.99889,0.99889,0.99889
3270,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00279,0.0049,0.00843,0.01424,0.02355,0.03809,0.06015,0.09255,0.13849,0.2009,0.28149,0.37933,0.4895,0.60228,0.70615,0.79273,0.85932,0.90755,0.94085,0.96298,0.97721,0.9861,0.99153,0.99476,0.99664,0.99771,0.9983,0.99863,0.99881,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989
3280,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00397,0.00684,0.01154,0.0191,0.03091,0.04886,0.07535,0.11313,0.16497,0.23299,0.31755,0.41614,0.52319,0.63036,0.72789,0.80856,0.87031,0.91489,0.94559,0.96596,0.97903,0.98719,0.99216,0.99512,0.99684,0.99782,0.99837,0.99866,0.99883,0.99892,0.99892,0.99892,0.99892,0.99892,0.99892
3211,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.0007,0.0013,0.00236,0.00423,0.00743,0.01281,0.02163,0.03574,0.0577,0.09086,0.13919,0.20663,0.2958,0.40581,0.5299,0.6502,0.7522,0.83143,0.88912,0.92908,0.95566,0.97277,0.98348,0.99001,0.9939,0.99616,0.99745,0.99817,0.99856,0.99877,0.99877,0.99877,0.99877,0.99877,0.99877
3221,0.00053,0.00053,0.00053,0.00053,0.00053,0.00053,0.00098,0.00178,0.00318,0.0056,0.00966,0.01634,0.02707,0.04387,0.06943,0.1071,0.16054,0.23297,0.32578,0.43652,0.5576,0.67267,0.76912,0.84346,0.89729,0.93441,0.95904,0.97484,0.98471,0.99071,0.99428,0.99636,0.99753,0.99819,0.99855,0.99874,0.99874,0.99874,0.99874,0.99874,0.99874
3231,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00107,0.00194,0.00346,0.00608,0.01047,0.01768,0.02923,0.04725,0.07456,0.11459,0.17101,0.24683,0.34287,0.45581,0.57632,0.68855,0.78146,0.85246,0.90353,0.93858,0.96173,0.97654,0.98576,0.99135,0.99467,0.99659,0.99768,0.99828,0.99861,0.99879,0.99879,0.99879,0.99879,0.99879,0.99879
3241,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.00145,0.00259,0.00455,0.00786,0.01332,0.0221,0.03589,0.05693,0.08804,0.13245,0.19323,0.27236,0.36933,0.48011,0.59638,0.70387,0.79248,0.86003,0.90854,0.9418,0.96374,0.97777,0.98649,0.99179,0.99493,0.99674,0.99777,0.99834,0.99865,0.99882,0.99882,0.99882,0.99882,0.99882,0.99882
3251,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00119,0.00216,0.00386,0.00678,0.01167,0.0197,0.03253,0.05249,0.08265,0.12664,0.18821,0.27009,0.37225,0.48977,0.60979,0.7172,0.80386,0.86884,0.91493,0.94619,0.96665,0.97963,0.98765,0.99249,0.99534,0.99698,0.99791,0.99842,0.99869,0.99884,0.99884,0.99884,0.99884,0.99884,0.99884
3261,0.00089,0.00089,0.00089,0.00089,0.00089,0.00089,0.00161,0.00287,0.00505,0.00871,0.01474,0.02442,0.03957,0.06263,0.09662,0.14491,0.21058,0.29533,0.39782,0.51257,0.6281,0.73089,0.81354,0.8754,0.91921,0.9489,0.96832,0.98064,0.98825,0.99283,0.99553,0.99709,0.99796,0.99845,0.99871,0.99885,0.99885,0.99885,0.99885,0.99885,0.99885
3271,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.0019,0.00337,0.00589,0.01011,0.01699,0.02795,0.04495,0.07057,0.10789,0.16021,0.23027,0.31895,0.42386,0.53779,0.64968,0.74777,0.82591,0.88401,0.92497,0.95263,0.97066,0.98207,0.9891,0.99333,0.99582,0.99725,0.99805,0.99849,0.99873,0.99886,0.99886,0.99886,0.99886,0.99886,0.99886
3281,0.00134,0.00134,0.00134,0.00134,0.00134,0.00134,0.00239,0.0042,0.00725,0.01226,0.02033,0.03296,0.05222,0.08065,0.12117,0.17661,0.24887,0.33787,0.44075,0.55124,0.65959,0.75468,0.83052,0.88697,0.9268,0.95372,0.97128,0.98241,0.98926,0.99339,0.99582,0.99722,0.998,0.99844,0.99867,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988
3212,0.00029,0.00029,0.00029,0.00029,0.00029,0.00029,0.00055,0.00104,0.00192,0.00348,0.00621,0.01085,0.01858,0.03111,0.05092,0.08134,0.12645,0.19058,0.27707,0.38601,0.51156,0.63507,0.74066,0.82313,0.88341,0.92529,0.95321,0.97123,0.98251,0.98941,0.99353,0.99592,0.99729,0.99805,0.99846,0.99869,0.99869,0.99869,0.99869,0.99869,0.99869
3222,0.00035,0.00035,0.00035,0.00035,0.00035,0.00035,0.00066,0.00122,0.00223,0.00402,0.0071,0.01229,0.02083,0.03455,0.05601,0.08854,0.13613,0.2028,0.29127,0.40079,0.52504,0.64608,0.749,0.8291,0.8875,0.928,0.95497,0.97234,0.98321,0.98985,0.99381,0.99611,0.99742,0.99815,0.99855,0.99877,0.99877,0.99877,0.99877,0.99877,0.99877
