InnBaseOut,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2120,0.00065,0.00065,0.00065,0.00065,0.00065,0.00065,0.00113,0.00196,0.00338,0.00576,0.00964,0.01584,0.02553,0.04029,0.06221,0.09379,0.13774,0.1965,0.27137,0.36141,0.4624,0.56575,0.66298,0.74791,0.81763,0.87196,0.91244,0.94148,0.96163,0.97521,0.98412,0.98983,0.9934,0.9956,0.99692,0.9977,0.9977,0.9977,0.9977,0.9977,0.9977
2130,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00098,0.00171,0.00297,0.00507,0.00852,0.01405,0.02275,0.03608,0.056,0.08491,0.1255,0.18033,0.25108,0.33748,0.43625,0.54003,0.63988,0.72868,0.80255,0.86068,0.90432,0.93581,0.95778,0.97265,0.98245,0.98875,0.99272,0.99516,0.99663,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975
2140,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00089,0.00155,0.00269,0.00459,0.00771,0.01273,0.02063,0.03276,0.05093,0.07736,0.11457,0.16504,0.23051,0.31107,0.40416,0.50353,0.60168,0.69196,0.76988,0.83349,0.88294,0.91979,0.94625,0.96465,0.97708,0.98526,0.9905,0.9938,0.99582,0.99705,0.99705,0.99705,0.99705,0.99705,0.99705
2150,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.00084,0.00146,0.00254,0.00436,0.00737,0.01223,0.01992,0.0318,0.0497,0.07593,0.11316,0.16408,0.23078,0.31371,0.41054,0.51511,0.61794,0.71086,0.78897,0.85086,0.89754,0.93131,0.95489,0.97084,0.98135,0.9881,0.99233,0.99493,0.9965,0.99742,0.99742,0.99742,0.99742,0.99742,0.99742
2160,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,0.00074,0.00128,0.00223,0.00382,0.00647,0.01076,0.01757,0.02814,0.04412,0.06764,0.10121,0.14744,0.2085,0.28524,0.37613,0.47624,0.57745,0.67204,0.75447,0.82214,0.87493,0.91434,0.94265,0.96234,0.97563,0.98436,0.98997,0.99348,0.99564,0.99694,0.99694,0.99694,0.99694,0.99694,0.99694
2170,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.00068,0.00117,0.00202,0.00348,0.0059,0.00983,0.01609,0.02583,0.04061,0.06245,0.09376,0.13711,0.19476,0.26786,0.35545,0.45337,0.55462,0.65123,0.7369,0.80821,0.86445,0.90678,0.93742,0.95884,0.97336,0.98294,0.98909,0.99296,0.99533,0.99676,0.99676,0.99676,0.99676,0.99676,0.99676
2180,0.00036,0.00036,0.00036,0.00036,0.00036,0.00036,0.00062,0.00107,0.00186,0.00319,0.00541,0.00902,0.01478,0.02374,0.03737,0.05755,0.08654,0.1268,0.18054,0.24901,0.33162,0.42489,0.52272,0.61815,0.70527,0.78011,0.841,0.88825,0.92342,0.94868,0.96624,0.9781,0.9859,0.9909,0.99404,0.99597,0.99597,0.99597,0.99597,0.99597,0.99597
2111,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00139,0.00242,0.00417,0.00708,0.01181,0.01932,0.03098,0.04864,0.07467,0.11184,0.16303,0.23058,0.31522,0.41477,0.52316,0.62925,0.72386,0.80192,0.86248,0.90719,0.93885,0.9605,0.97487,0.98414,0.98999,0.99359,0.99576,0.99704,0.99778,0.99821,0.99821,0.99821,0.99821,0.99821,0.99821
2121,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00127,0.00222,0.00383,0.00651,0.01087,0.01781,0.02861,0.04502,0.06926,0.10401,0.15206,0.21581,0.29623,0.39168,0.49691,0.60189,0.69778,0.77895,0.84359,0.89248,0.92793,0.9527,0.96948,0.98052,0.98762,0.99206,0.99479,0.99643,0.9974,0.99796,0.99796,0.99796,0.99796,0.99796,0.99796
2131,0.00068,0.00068,0.00068,0.00068,0.00068,0.00068,0.00118,0.00206,0.00356,0.00606,0.01013,0.01664,0.0268,0.04227,0.06522,0.09823,0.14411,0.20531,0.28308,0.37622,0.48009,0.58544,0.68311,0.76686,0.83422,0.88559,0.92307,0.9494,0.96731,0.97914,0.98676,0.99155,0.9945,0.99627,0.99732,0.99793,0.99793,0.99793,0.99793,0.99793,0.99793
2141,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00112,0.00195,0.00337,0.00573,0.00959,0.01576,0.02539,0.04008,0.06188,0.09328,0.13698,0.1954,0.26984,0.35935,0.4598,0.56268,0.65966,0.74473,0.8149,0.86982,0.91089,0.94043,0.96096,0.9748,0.98388,0.9897,0.99334,0.99557,0.9969,0.99769,0.99769,0.99769,0.99769,0.99769,0.99769
2151,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00101,0.00176,0.00306,0.00522,0.00878,0.01449,0.02347,0.03724,0.05782,0.0877,0.12965,0.18631,0.2594,0.34857,0.45028,0.55671,0.65794,0.74649,0.81871,0.87437,0.91527,0.94418,0.96391,0.977,0.98544,0.99076,0.99404,0.99602,0.99719,0.99786,0.99786,0.99786,0.99786,0.99786,0.99786
2161,0.00056,0.00056,0.00056,0.00056,0.00056,0.00056,0.00096,0.00167,0.0029,0.00495,0.00833,0.01375,0.02228,0.03536,0.05494,0.08338,0.12337,0.17748,0.24744,0.3331,0.43134,0.535,0.63511,0.72455,0.79927,0.85828,0.9027,0.93481,0.95722,0.97237,0.98235,0.98875,0.99276,0.99522,0.9967,0.99758,0.99758,0.99758,0.99758,0.99758,0.99758
2171,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00089,0.00154,0.00267,0.00457,0.00769,0.01272,0.02064,0.03283,0.05111,0.07776,0.11538,0.16651,0.23303,0.31511,0.41024,0.51208,0.6125,0.70406,0.78201,0.84459,0.89237,0.92733,0.952,0.96885,0.98003,0.98726,0.99183,0.99466,0.99636,0.99738,0.99738,0.99738,0.99738,0.99738,0.99738
2181,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.00087,0.00151,0.00261,0.00446,0.00751,0.01241,0.02013,0.032,0.04979,0.07572,0.1123,0.16201,0.22664,0.30639,0.39889,0.49809,0.59643,0.68717,0.76583,0.8303,0.8806,0.91818,0.9452,0.964,0.97668,0.98501,0.99035,0.99369,0.99574,0.99698,0.99698,0.99698,0.99698,0.99698,0.99698
2112,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00147,0.00256,0.00441,0.00748,0.01246,0.02036,0.03261,0.05113,0.07837,0.11716,0.17044,0.24049,0.32784,0.42994,0.54014,0.64657,0.74001,0.81583,0.87371,0.91577,0.94511,0.96489,0.97783,0.98608,0.99121,0.99433,0.99619,0.99727,0.99789,0.99824,0.99824,0.99824,0.99824,0.99824,0.99824
2122,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.00141,0.00246,0.00425,0.0072,0.012,0.01962,0.03145,0.04936,0.07572,0.11334,0.1651,0.23331,0.31865,0.41882,0.52758,0.63362,0.72784,0.80531,0.86523,0.90931,0.94043,0.96164,0.97565,0.98467,0.99034,0.99381,0.9959,0.99713,0.99783,0.99824,0.99824,0.99824,0.99824,0.99824,0.99824
2132,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00134,0.00235,0.00405,0.00688,0.01148,0.01879,0.03017,0.04742,0.07287,0.10927,0.15951,0.22596,0.30948,0.40809,0.51599,0.62239,0.71794,0.79722,0.85899,0.90473,0.93719,0.95941,0.97416,0.9837,0.98971,0.99341,0.99565,0.99697,0.99773,0.99817,0.99817,0.99817,0.99817,0.99817,0.99817
2142,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00131,0.00229,0.00395,0.00671,0.01119,0.01832,0.02942,0.04625,0.0711,0.10665,0.15576,0.22076,0.30256,0.39933,0.50553,0.61076,0.70611,0.78623,0.84958,0.89719,0.93147,0.95528,0.9713,0.98178,0.98846,0.99263,0.99517,0.99669,0.99757,0.99809,0.99809,0.99809,0.99809,0.99809,0.99809
2152,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00132,0.0023,0.00398,0.00676,0.01128,0.01848,0.02968,0.04668,0.07178,0.10773,0.1574,0.22319,0.30604,0.40409,0.51171,0.61832,0.71442,0.79443,0.85692,0.90327,0.93621,0.95879,0.97379,0.98348,0.98959,0.99336,0.99563,0.99697,0.99774,0.99819,0.99819,0.99819,0.99819,0.99819,0.99819
2162,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00128,0.00224,0.00387,0.00657,0.01097,0.01797,0.02887,0.04542,0.06988,0.10492,0.15337,0.21762,0.29863,0.39471,0.50052,0.60589,0.70179,0.78269,0.84684,0.89518,0.93005,0.95431,0.97066,0.98137,0.98821,0.99247,0.99507,0.99663,0.99754,0.99807,0.99807,0.99807,0.99807,0.99807,0.99807
2172,0.00071,0.00071,0.00071,0.00071,0.00071,0.00071,0.00126,0.00219,0.00377,0.00641,0.0107,0.01753,0.02817,0.04433,0.06821,0.10245,0.14983,0.21271,0.29212,0.3865,0.4908,0.59522,0.69131,0.77334,0.83916,0.88925,0.92573,0.95129,0.96862,0.98003,0.98736,0.99195,0.99475,0.99644,0.99743,0.99801,0.99801,0.99801,0.99801,0.99801,0.99801
2182,0.00068,0.00068,0.00068,0.00068,0.00068,0.00068,0.0012,0.00209,0.00361,0.00612,0.01023,0.01678,0.02698,0.04249,0.06544,0.09839,0.14406,0.2048,0.28173,0.3735,0.47544,0.57833,0.67398,0.75682,0.8245,0.87708,0.91617,0.94413,0.96348,0.97647,0.98496,0.99038,0.99376,0.99582,0.99705,0.99778,0.99778,0.99778,0.99778,0.99778,0.99778
